frame,head_y,velocity,posture,spike
0,0.33304744958877563,0.0003350973129272461,0.17750906944274902,0
1,0.3333825469017029,-2.682209014892578e-07,0.17726996541023254,0
2,0.3333822786808014,-0.0019246041774749756,0.17720675468444824,0
3,0.3314576745033264,-0.001403510570526123,0.1792008876800537,0
4,0.3300541639328003,-7.709860801696777e-05,0.18029341101646423,0
5,0.3299770653247833,5.6803226470947266e-05,0.18044131994247437,0
6,0.3300338685512543,4.0411949157714844e-05,0.18037915229797363,0
7,0.330074280500412,-0.00110703706741333,0.18021845817565918,0
8,0.32896724343299866,-0.001653820276260376,0.18082529306411743,0
9,0.3273134231567383,3.8236379623413086e-05,0.1823960244655609,0
10,0.3273516595363617,-0.0021087229251861572,0.1814655065536499,0
11,0.32524293661117554,-0.002910703420639038,0.1834227442741394,0
12,0.3223322331905365,-0.002104431390762329,0.18362584710121155,0
13,0.32022780179977417,-0.001147627830505371,0.1835501790046692,0
14,0.3190801739692688,-0.0018717050552368164,0.1833529770374298,0
15,0.317208468914032,-0.0009577274322509766,0.18460598587989807,0
16,0.316250741481781,-0.00237429141998291,0.18480712175369263,0
17,0.3138764500617981,-0.0012104809284210205,0.18730658292770386,0
18,0.3126659691333771,-0.0028533339500427246,0.18620772659778595,0
19,0.30981263518333435,-0.00048351287841796875,0.18786385655403137,0
20,0.3093291223049164,-0.0014379620552062988,0.18528778851032257,0
21,0.3078911602497101,-0.0007719099521636963,0.1873898208141327,0
22,0.3071192502975464,-0.001172780990600586,0.18611431121826172,0
23,0.3059464693069458,-0.0021182000637054443,0.18757352232933044,0
24,0.30382826924324036,-0.0012731552124023438,0.1901073157787323,0
25,0.302555114030838,-0.0007641315460205078,0.1910037398338318,0
26,0.3017909824848175,-0.0009817183017730713,0.19200830161571503,0
27,0.30080926418304443,-0.002200901508331299,0.19327738881111145,0
28,0.29860836267471313,-0.0034941434860229492,0.19562393426895142,0
29,0.2951142191886902,-0.003658384084701538,0.19914764165878296,0
30,0.29145583510398865,-0.002868086099624634,0.20284855365753174,0
31,0.288587749004364,-0.003070741891860962,0.20576593279838562,0
32,0.28551700711250305,-0.0024143457412719727,0.20881587266921997,0
33,0.2831026613712311,-0.0023764967918395996,0.21155501902103424,0
34,0.2807261645793915,-0.0024442672729492188,0.2145000696182251,0
35,0.27828189730644226,-0.0030021965503692627,0.21664810180664062,0
36,0.275279700756073,-0.0038455724716186523,0.21964208781719208,0
37,0.27143412828445435,-0.002059072256088257,0.2233969271183014,0
38,0.2693750560283661,-0.0020259320735931396,0.2247980237007141,0
39,0.26734912395477295,-0.001794964075088501,0.22551098465919495,0
40,0.26555415987968445,-0.001110166311264038,0.22690938413143158,0
41,0.2644439935684204,-0.0021053850650787354,0.22758246958255768,0
42,0.2623386085033417,-0.001416325569152832,0.22862504422664642,0
43,0.26092228293418884,-0.0009889602661132812,0.22924546897411346,0
44,0.25993332266807556,-0.0004659891128540039,0.23015931248664856,0
45,0.25946733355522156,-0.0011759400367736816,0.23102255165576935,0
46,0.2582913935184479,-0.0013439059257507324,0.23339246213436127,0
47,0.25694748759269714,-0.002725362777709961,0.2365870624780655,0
48,0.2542221248149872,-0.005046442151069641,0.23988530039787292,0
49,0.24917568266391754,-0.0037020742893218994,0.24407239258289337,0
50,0.24547360837459564,-0.0025597214698791504,0.24509787559509277,0
51,0.2429138869047165,-0.0020613819360733032,0.24516765773296356,0
52,0.2408525049686432,-0.0028175264596939087,0.24706783890724182,0
53,0.23803497850894928,-0.002441391348838806,0.24981442093849182,0
54,0.23559358716011047,-0.000784456729888916,0.25184692442417145,0
55,0.23480913043022156,-0.0011429637670516968,0.25186435878276825,0
56,0.23366616666316986,-0.0007833391427993774,0.25190697610378265,0
57,0.23288282752037048,-0.00288526713848114,0.2504671812057495,0
58,0.22999756038188934,-0.0002537071704864502,0.2518487125635147,0
59,0.2297438532114029,-0.0012689530849456787,0.2505468726158142,0
60,0.22847490012645721,-0.00167904794216156,0.25106731057167053,0
61,0.22679585218429565,-0.0003758668899536133,0.25284020602703094,0
62,0.22641998529434204,-0.0020016133785247803,0.2533463090658188,0
63,0.22441837191581726,-0.000598222017288208,0.2556450814008713,0
64,0.22382014989852905,-0.0003873109817504883,0.2571905702352524,0
65,0.22343283891677856,-0.0007907003164291382,0.2583027482032776,0
66,0.22264213860034943,-0.0013142973184585571,0.26160402595996857,0
67,0.22132784128189087,-0.005150318145751953,0.2634946405887604,0
68,0.21617752313613892,-0.006310656666755676,0.2694324404001236,0
69,0.20986686646938324,-0.002759695053100586,0.2762737423181534,0
70,0.20710717141628265,-0.004183590412139893,0.2787623256444931,0
71,0.20292358100414276,-0.0025615394115448,0.28266964852809906,0
72,0.20036204159259796,-0.0035784244537353516,0.2850976288318634,0
73,0.1967836171388626,-0.0034116804599761963,0.2874249666929245,0
74,0.1933719366788864,-0.0064698755741119385,0.2902260422706604,0
