frame,head_y,velocity,posture,spike
0,0.3020622134208679,-0.0013581812381744385,0.24789530038833618,0
1,0.3007040321826935,-4.178285598754883e-05,0.2501169443130493,0
2,0.30066224932670593,-0.001131206750869751,0.24880993366241455,0
3,0.2995310425758362,-0.0007424056529998779,0.2504468262195587,0
4,0.2987886369228363,-0.003281116485595703,0.2467631697654724,0
5,0.2955075204372406,-0.0017308592796325684,0.2500769793987274,0
6,0.29377666115760803,-0.0009952187538146973,0.24348270893096924,0
7,0.29278144240379333,-0.0024863779544830322,0.24395102262496948,0
8,0.2902950644493103,0.00031891465187072754,0.24079543352127075,0
9,0.29061397910118103,-0.001708686351776123,0.2408323884010315,0
10,0.2889052927494049,0.00043487548828125,0.2335454225540161,0
11,0.28934016823768616,-0.0005235075950622559,0.2305212914943695,0
12,0.2888166606426239,-0.0011037886142730713,0.22927531599998474,0
13,0.28771287202835083,-0.0009244382381439209,0.22600573301315308,0
14,0.2867884337902069,-0.000652611255645752,0.22283130884170532,0
15,0.28613582253456116,-0.0017000138759613037,0.22404077649116516,0
16,0.28443580865859985,-0.0009871721267700195,0.22831231355667114,0
17,0.28344863653182983,-0.003474503755569458,0.22799867391586304,0
18,0.2799741327762604,-0.0030315816402435303,0.22729504108428955,0
19,0.27694255113601685,-0.004496276378631592,0.23079293966293335,0
20,0.27244627475738525,-0.005918622016906738,0.23245567083358765,0
21,0.2665276527404785,-0.004804670810699463,0.2351217418909073,0
22,0.26172298192977905,-0.0020821988582611084,0.23718909919261932,0
23,0.25964078307151794,-0.0027069449424743652,0.24136574566364288,0
24,0.2569338381290436,-0.0032401978969573975,0.2427859902381897,0
25,0.2536936402320862,-0.0017027556896209717,0.2447953075170517,0
26,0.2519908845424652,-0.002445623278617859,0.2406480461359024,0
27,0.24954526126384735,-0.002245485782623291,0.24215419590473175,0
28,0.24729977548122406,-0.0013339966535568237,0.24459414184093475,0
29,0.24596577882766724,0.0005733072757720947,0.24698345363140106,0
30,0.24653908610343933,-0.0023712515830993652,0.24459998309612274,0
31,0.24416783452033997,-0.0019245147705078125,0.24772989749908447,0
32,0.24224331974983215,-0.003691926598548889,0.2501377910375595,0
33,0.23855139315128326,-0.002870917320251465,0.2527886778116226,0
34,0.2356804758310318,-0.0024945735931396484,0.2550143152475357,0
35,0.23318590223789215,-0.004595071077346802,0.25738702714443207,0
36,0.22859083116054535,-0.0008936375379562378,0.25767646729946136,0
37,0.2276971936225891,-0.0018584281206130981,0.2541140615940094,0
38,0.225838765501976,-0.0015411823987960815,0.2558709979057312,0
39,0.22429758310317993,-0.002040162682533264,0.25638601183891296,0
40,0.22225742042064667,-0.0008036196231842041,0.25658442080020905,0
41,0.22145380079746246,-0.0006321221590042114,0.25828321278095245,0
42,0.22082167863845825,-0.000978901982307434,0.2593856751918793,0
43,0.21984277665615082,-0.0008119791746139526,0.26017148792743683,0
44,0.21903079748153687,0.0005280673503875732,0.2610194534063339,0
45,0.21955886483192444,0.00048182904720306396,0.2606979161500931,0
46,0.2200406938791275,0.000758931040763855,0.2603405565023422,0
47,0.22079962491989136,0.0005714446306228638,0.25999873876571655,0
48,0.22137106955051422,0.0002304762601852417,0.2612823098897934,0
49,0.22160154581069946,4.513561725616455e-05,0.26393677294254303,0
50,0.22164668142795563,0.002380669116973877,0.2640141099691391,0
51,0.2240273505449295,0.0003361701965332031,0.26487088203430176,0
52,0.2243635207414627,0.003340110182762146,0.2667204588651657,0
53,0.22770363092422485,-2.1651387214660645e-05,0.2685232013463974,0
54,0.2276819795370102,0.0008521676063537598,0.2745630294084549,0
55,0.22853414714336395,0.00012587010860443115,0.2792607992887497,0
56,0.22866001725196838,0.0004053860902786255,0.2761777341365814,0
57,0.229065403342247,-0.00029036402702331543,0.2745930105447769,0
58,0.2287750393152237,0.0006680488586425781,0.2741285711526871,0
59,0.22944308817386627,1.9937753677368164e-05,0.27310775220394135,0
60,0.22946302592754364,-3.7223100662231445e-05,0.27259208261966705,0
61,0.2294258028268814,0.0035276710987091064,0.2735108882188797,0
62,0.23295347392559052,0.00729823112487793,0.275538370013237,0
63,0.24025170505046844,0.006931766867637634,0.269686296582222,0
64,0.24718347191810608,0.011708319187164307,0.2721809148788452,0
65,0.2588917911052704,0.01273953914642334,0.2684961259365082,0
66,0.2716313302516937,0.013041049242019653,0.26415860652923584,0
67,0.2846723794937134,0.01928994059562683,0.25206419825553894,0
68,0.3039623200893402,0.021967589855194092,0.23281022906303406,0
69,0.3259299099445343,0.013441801071166992,0.2158624231815338,0
70,0.3393717110157013,0.024512380361557007,0.21878695487976074,1
71,0.3638840913772583,0.01705273985862732,0.20645827054977417,0
72,0.3809368312358856,0.013810694217681885,0.20354926586151123,0
73,0.3947475254535675,0.014154791831970215,0.1918918788433075,0
74,0.4089023172855377,0.011631280183792114,0.19467195868492126,0
75,0.42053359746932983,0.008815288543701172,0.18942832946777344,0
76,0.429348886013031,0.009065806865692139,0.1880565881729126,0
77,0.43841469287872314,0.008338451385498047,0.18024715781211853,0
78,0.4467531442642212,0.007604092359542847,0.18527042865753174,0
79,0.45435723662376404,0.005749404430389404,0.18945318460464478,0
80,0.46010664105415344,0.003857940435409546,0.18118858337402344,0
81,0.463964581489563,0.005881279706954956,0.18103310465812683,0
82,0.46984586119651794,0.0021229982376098633,0.1791592240333557,0
83,0.4719688594341278,-0.005724042654037476,0.17376235127449036,0
84,0.46624481678009033,-0.0013908445835113525,0.1786058247089386,0
85,0.464853972196579,-0.0008742809295654297,0.1801680028438568,0
86,0.46397969126701355,-0.0004767179489135742,0.18025967478752136,0
87,0.4635029733181,-0.002380073070526123,0.18224892020225525,0
88,0.46112290024757385,-0.0005651414394378662,0.18571344017982483,0
89,0.460557758808136,-0.0011830627918243408,0.18794101476669312,0
90,0.45937469601631165,-0.00026026368141174316,0.1881822645664215,0
91,0.4591144323348999,-0.0007007122039794922,0.19112828373908997,0
92,0.4584137201309204,0.00283890962600708,0.1905892789363861,0
93,0.4612526297569275,0.00350150465965271,0.18883386254310608,0
94,0.4647541344165802,0.004836469888687134,0.18810471892356873,0
95,0.46959060430526733,0.0030623972415924072,0.18521752953529358,0
96,0.47265300154685974,0.007064908742904663,0.17913782596588135,0
97,0.4797179102897644,0.0010725557804107666,0.17718687653541565,0
98,0.48079046607017517,0.0025601089000701904,0.18086081743240356,0
99,0.48335057497024536,0.003052741289138794,0.17790070176124573,0
100,0.48640331625938416,-6.476044654846191e-05,0.1756729781627655,0
101,0.4863385558128357,0.006106287240982056,0.17477470636367798,0
102,0.49244484305381775,0.000295102596282959,0.17109909653663635,0
103,0.4927399456501007,-0.002867668867111206,0.17882022261619568,0
104,0.4898722767829895,0.0002897679805755615,0.18098974227905273,0
105,0.49016204476356506,,0.18057703971862793,0
