frame,head_y,velocity,posture,spike
0,0.4512259364128113,-0.001633763313293457,0.24611204862594604,0
1,0.4495921730995178,0.0001513659954071045,0.2506478428840637,0
2,0.4497435390949249,0.001592189073562622,0.25248846411705017,0
3,0.45133572816848755,0.000319063663482666,0.2519749104976654,0
4,0.4516547918319702,0.0008490383625030518,0.2526279389858246,0
5,0.45250383019447327,0.000303417444229126,0.25171610713005066,0
6,0.4528072476387024,0.0005368888378143311,0.25181660056114197,0
7,0.4533441364765167,0.00148734450340271,0.25178012251853943,0
8,0.45483148097991943,0.0011991560459136963,0.2501809000968933,0
9,0.45603063702583313,0.002729058265686035,0.24891605973243713,0
10,0.45875969529151917,0.0010603070259094238,0.24639198184013367,0
11,0.4598200023174286,0.0015752315521240234,0.24516388773918152,0
12,0.4613952338695526,0.00252455472946167,0.24351197481155396,0
13,0.4639197885990143,0.004454880952835083,0.24105191230773926,0
14,0.46837466955184937,0.0032596588134765625,0.2367878556251526,0
15,0.4716343283653259,0.0024340450763702393,0.23339799046516418,0
16,0.47406837344169617,0.003824561834335327,0.22997534275054932,0
17,0.4778929352760315,0.004196912050247192,0.22565403580665588,0
18,0.4820898473262787,0.0026577115058898926,0.22111406922340393,0
19,0.4847475588321686,0.008840292692184448,0.21780714392662048,0
20,0.493587851524353,0.005988180637359619,0.20817705988883972,0
21,0.49957603216171265,0.007469296455383301,0.20210415124893188,0
22,0.507045328617096,0.005165755748748779,0.19469884037971497,0
23,0.5122110843658447,0.003011345863342285,0.1896420121192932,0
24,0.515222430229187,0.006142139434814453,0.18610402941703796,0
25,0.5213645696640015,0.006579339504241943,0.17914947867393494,0
26,0.5279439091682434,0.006553232669830322,0.1670898199081421,0
27,0.5344971418380737,0.005897462368011475,0.15441447496414185,0
28,0.5403946042060852,0.007601320743560791,0.14193430542945862,0
29,0.547995924949646,-0.00034564733505249023,0.12748560309410095,0
30,0.5476502776145935,0.00878053903579712,0.12033629417419434,0
31,0.5564308166503906,0.005595028400421143,0.10705962777137756,0
32,0.5620258450508118,0.006112337112426758,0.09973910450935364,0
33,0.5681381821632385,0.0071152448654174805,0.09194374084472656,0
34,0.575253427028656,0.008816540241241455,0.08647733926773071,0
35,0.5840699672698975,0.007955849170684814,0.07938528060913086,0
36,0.5920258164405823,0.015309512615203857,0.07393905520439148,0
37,0.6073353290557861,0.013538897037506104,0.0670340359210968,0
38,0.6208742260932922,0.010763704776763916,0.05620408058166504,0
39,0.6316379308700562,0.021765530109405518,0.0547696053981781,0
40,0.6534034609794617,0.013260126113891602,0.03920528292655945,0
41,0.6666635870933533,0.022719144821166992,0.0337030291557312,0
42,0.6893827319145203,0.02563422918319702,0.012241244316101074,0
43,0.7150169610977173,0.03261911869049072,0.0031410157680511475,0
44,0.747636079788208,0.028205394744873047,0.03384661674499512,0
45,0.775841474533081,0.019324958324432373,0.03488519787788391,0
46,0.7951664328575134,0.05156010389328003,0.04213663935661316,0
47,0.8467265367507935,0.0014204978942871094,0.06857416033744812,0
48,0.8481470346450806,0.009924054145812988,0.06357234716415405,0
49,0.8580710887908936,-0.015782058238983154,0.06498861312866211,0
50,0.8422890305519104,0.0577121376991272,0.032637447118759155,1
51,0.9000011682510376,-0.09175384044647217,0.018215179443359375,0
52,0.8082473278045654,,0.15385612845420837,0
