frame,head_y,velocity,posture,spike
0,0.7306554317474365,-0.018872320652008057,0.019272655248641968,0
1,0.7117831110954285,-0.22927513718605042,0.014111220836639404,0
2,0.48250797390937805,0.002307981252670288,0.21392425894737244,0
3,0.48481595516204834,0.0001990199089050293,0.21750465035438538,0
4,0.48501497507095337,0.0022714734077453613,0.2201603353023529,0
5,0.48728644847869873,0.004394114017486572,0.22074821591377258,0
6,0.4916805624961853,0.005352705717086792,0.21716448664665222,0
7,0.4970332682132721,0.008990556001663208,0.21189090609550476,0
8,0.5060238242149353,0.010197103023529053,0.20525741577148438,0
9,0.5162209272384644,0.012886524200439453,0.19824814796447754,0
10,0.5291074514389038,0.01671922206878662,0.1867857277393341,0
11,0.5458266735076904,0.014676928520202637,0.17108672857284546,0
12,0.5605036020278931,0.012671947479248047,0.1575978696346283,0
13,0.5731755495071411,0.013136446475982666,0.14445573091506958,0
14,0.5863119959831238,0.016705453395843506,0.12416833639144897,0
15,0.6030174493789673,0.02086848020553589,0.10325577855110168,0
16,0.6238859295845032,0.020307421684265137,0.08075341582298279,0
17,0.6441933512687683,0.01529085636138916,0.05575597286224365,0
18,0.6594842076301575,0.01618790626525879,0.03803318738937378,0
19,0.6756721138954163,0.014656901359558105,0.022484570741653442,0
20,0.6903290152549744,0.024477660655975342,0.011347144842147827,0
21,0.7148066759109497,0.023225367069244385,0.007221788167953491,0
22,0.7380320429801941,0.028223395347595215,0.02591964602470398,0
23,0.7662554383277893,0.018710315227508545,0.042561501264572144,0
24,0.7849657535552979,0.030055999755859375,0.046647846698760986,1
25,0.8150217533111572,0.02017366886138916,0.06004732847213745,0
26,0.8351954221725464,0.013032197952270508,0.061779797077178955,0
27,0.8482276201248169,0.02582418918609619,0.04840022325515747,0
28,0.8740518093109131,0.01269686222076416,0.04255998134613037,0
29,0.8867486715316772,0.017477095127105713,0.030723780393600464,0
30,0.904225766658783,0.0047827959060668945,0.004680514335632324,0
31,0.9090085625648499,0.005566835403442383,0.014125674962997437,0
32,0.9145753979682922,0.005708098411560059,0.043350785970687866,0
33,0.9202834963798523,0.0230523943901062,0.06001484394073486,0
34,0.9433358907699585,-0.004890143871307373,0.06100842356681824,0
35,0.9384457468986511,0.004026472568511963,0.06076812744140625,0
36,0.9424722194671631,0.0009416937828063965,0.05035099387168884,0
37,0.9434139132499695,-0.005903840065002441,0.05770757794380188,0
38,0.937510073184967,-0.007894396781921387,0.06886065006256104,0
39,0.9296156764030457,0.010139644145965576,0.07965308427810669,0
40,0.9397553205490112,0.0047953128814697266,0.07580798864364624,0
41,0.944550633430481,0.009493708610534668,0.060089707374572754,0
42,0.9540443420410156,-0.004497110843658447,0.054085761308670044,0
43,0.9495472311973572,0.001733541488647461,0.07411128282546997,0
44,0.9512807726860046,-0.0037001371383666992,0.07664355635643005,0
45,0.9475806355476379,-0.0020563602447509766,0.07621654868125916,0
46,0.945524275302887,-0.0005984306335449219,0.07563915848731995,0
47,0.944925844669342,-0.0036281347274780273,0.07403412461280823,0
48,0.941297709941864,-0.00032848119735717773,0.07473057508468628,0
49,0.9409692287445068,-0.000887453556060791,0.06869548559188843,0
50,0.940081775188446,0.0007443428039550781,0.0685015320777893,0
51,0.9408261179924011,-0.0001494884490966797,0.06495368480682373,0
52,0.9406766295433044,-0.00337064266204834,0.05654588341712952,0
53,0.9373059868812561,-0.0027442574501037598,0.06001216173171997,0
54,0.9345617294311523,,0.06318891048431396,0
